player_id,given_name,family_name,birth_date,pan_wd_id,pan_wp_id,pan_slug,pan_name,pan_occupation,match_method
P-04672,Aleksander,Knavs,1975-12-05,Q696768,3798403,Aleksander_Knavs,Aleksander Knavs,SOCCER PLAYER,slug_exacto
P-65434,Ivo,Knoflíček,1962-02-23,,,,,,sin_match
P-09856,Jonas,Knudsen,1992-09-16,Q2106995,27952961,Jonas_Knudsen,Jonas Knudsen,SOCCER PLAYER,slug_exacto
P-01678,Adrian,Knup,1968-07-02,Q116060,5298672,Adrian_Knup,Adrian Knup,SOCCER PLAYER,slug_exacto
P-39863,Jeong-woon,Ko,1966-06-27,Q166653,11860857,Ko_Jeong-woon,Ko Jeong-woon,SOCCER PLAYER,slug_exacto
P-64624,Jong-soo,Ko,1978-10-30,Q166644,4877103,Ko_Jong-soo,Ko Jong-soo,SOCCER PLAYER,slug_exacto
P-06076,Gregor,Kobel,1997-12-06,Q36184031,54866077,Gregor_Kobel,Gregor Kobel,SOCCER PLAYER,slug_exacto
P-04241,Stanislaus,Kobierski,1910-11-15,Q677171,6895649,Stanislaus_Kobierski,Stanislaus Kobierski,SOCCER PLAYER,slug_exacto
P-57995,Ján,Kocian,1958-03-13,Q920250,7745440,Ján_Kocian,Ján Kocian,SOCCER PLAYER,slug_exacto
P-99164,István,Kocsis,1949-10-06,,,,,,sin_match
P-07028,Sándor,Kocsis,1929-09-21,Q295265,1131781,Sándor_Kocsis,Sándor Kocsis,SOCCER PLAYER,slug_exacto
P-48431,Erwin,Koeman,1961-09-20,Q318210,3149200,Erwin_Koeman,Erwin Koeman,SOCCER PLAYER,slug_exacto
P-72919,Ronald,Koeman,1963-03-21,Q192635,797114,Ronald_Koeman,Ronald Koeman,COACH,slug_exacto
P-87563,Savvas,Kofidis,1961-03-21,,,,,,sin_match
P-10661,Walter,Kogler,1967-12-12,Q696494,5570281,Walter_Kogler,Walter Kogler,SOCCER PLAYER,slug_exacto
P-83968,Jürgen,Kohler,1965-10-06,Q308925,3428316,Jürgen_Kohler,Jürgen Kohler,SOCCER PLAYER,slug_exacto
P-51214,Werner,Kohlmeyer,1924-04-19,Q60947,7384232,Werner_Kohlmeyer,Werner Kohlmeyer,SOCCER PLAYER,slug_exacto
P-38800,Philipp,Köhn,1998-04-02,Q56612830,61653112,Philipp_Köhn,Philipp Köhn,SOCCER PLAYER,slug_exacto
P-53740,Vilmos,Kohut,1906-07-17,Q926408,5965770,Vilmos_Kohut,Vilmos Kohut,SOCCER PLAYER,slug_exacto
P-02366,Nobuyuki,Kojima,1966-01-17,Q2273624,5946366,Nobuyuki_Kojima,Nobuyuki Kojima,SOCCER PLAYER,slug_exacto
P-37294,not applicable,Koke,1992-01-08,Q276091,24469508,"Koke_(footballer,_born_1992)",Koke,SOCCER PLAYER,slug_exacto
P-67113,Aleksandr,Kokorin,1991-03-19,Q39233,19610917,Aleksandr_Kokorin,Aleksandr Kokorin,SOCCER PLAYER,slug_exacto
P-33059,Aleksandar,Kolarov,1985-11-10,Q211451,11879432,Aleksandar_Kolarov,Aleksandar Kolarov,SOCCER PLAYER,slug_exacto
P-96934,Sead,Kolašinac,1993-06-20,Q127914,37586696,Sead_Kolašinac,Sead Kolašinac,SOCCER PLAYER,slug_exacto
P-35917,Bozhil,Kolev,1949-05-20,,,,,,sin_match
P-84561,Hristo,Kolev,1964-09-21,,,,,,sin_match
P-89534,Ivan,Kolev,1930-11-01,Q2629687,7961326,"Ivan_Kolev_(footballer,_born_1930)",Ivan Kolev,SOCCER PLAYER,api_qid
P-15241,Todor,Kolev,1942-04-29,,,,,,sin_match
P-86801,Thanasis,Kolitsidakis,1966-11-20,,,,,,sin_match
P-81477,Jan,Koller,1973-03-30,Q152340,344393,Jan_Koller,Jan Koller,SOCCER PLAYER,slug_exacto
P-32967,Karl,Koller,1929-02-09,Q694841,12417752,Karl_Koller_(footballer),Karl Koller,SOCCER PLAYER,slug_exacto
P-66263,Walter,Kollmann,1932-06-17,Q2003180,15925164,Walter_Kollmann,Walter Kollmann,SOCCER PLAYER,slug_exacto
P-92987,Randal,Kolo Muani,1998-12-05,Q59655998,59229578,Randal_Kolo_Muani,Randal Kolo Muani,SOCCER PLAYER,slug_exacto
P-24836,Karel,Kolský,1914-09-21,Q1729172,5376465,Karel_Kolský,Karel Kolský,SOCCER PLAYER,slug_exacto
P-75452,Andrej,Komac,1979-12-04,Q350372,5684370,Andrej_Komac,Andrej Komac,SOCCER PLAYER,slug_exacto
P-46091,Yūichi,Komano,1981-07-25,Q310596,1388879,Yūichi_Komano,Yūichi Komano,SOCCER PLAYER,slug_exacto
P-63644,Dmitri,Kombarov,1987-01-22,Q275512,19525974,Dmitri_Kombarov,Dmitri Kombarov,SOCCER PLAYER,slug_exacto
P-18536,Daniel,Kome,1980-05-19,Q720391,1666417,Daniel_N'Gom_Kome,Daniel N'Gom Kome,SOCCER PLAYER,slug_exacto
P-43392,Slobodan,Komljenović,1971-01-02,Q698683,5708413,Slobodan_Komljenović,Slobodan Komljenović,SOCCER PLAYER,slug_exacto
P-71979,Ryszard,Komornicki,1959-08-14,,,,,,sin_match
P-95269,Vincent,Kompany,1986-04-10,Q201381,1500332,Vincent_Kompany,Vincent Kompany,SOCCER PLAYER,slug_exacto
P-86920,Ibrahima,Konaté,1999-05-25,Q30301454,54307001,Ibrahima_Konaté,Ibrahima Konaté,SOCCER PLAYER,slug_exacto
P-94596,Moussa,Konaté,1993-04-03,Q2268270,32487504,Moussa_Konaté_(footballer),Moussa Konaté,SOCCER PLAYER,slug_exacto
P-62318,Friedrich,Koncilia,1948-02-25,Q537698,5574098,Friedrich_Koncilia,Friedrich Koncilia,SOCCER PLAYER,slug_exacto
P-91614,Panagiotis,Kone,1987-07-26,Q923206,6389656,Panagiotis_Kone,Panagiotis Kone,SOCCER PLAYER,slug_exacto
P-14175,Arouna,Koné,1983-11-11,Q314789,2645479,Arouna_Koné,Arouna Koné,SOCCER PLAYER,slug_exacto
P-64184,Bakari,Koné,1981-09-17,Q313142,2869960,Bakari_Koné,Bakari Koné,SOCCER PLAYER,slug_exacto
P-77484,Emmanuel,Koné,1986-12-31,Q455622,18030538,Emmanuel_Koné,Emmanuel Koné,SOCCER PLAYER,slug_exacto
P-85670,Ismaël,Koné,2002-06-16,Q111009946,70157048,Ismaël_Koné,Ismaël Koné,SOCCER PLAYER,api_qid
P-70414,Terence,Kongolo,1994-02-14,Q218858,36094293,Terence_Kongolo,Terence Kongolo,SOCCER PLAYER,slug_exacto
P-85824,Yasuyuki,Konno,1983-01-25,Q331957,1388871,Yasuyuki_Konno,Yasuyuki Konno,SOCCER PLAYER,slug_exacto
P-11877,Harald,Konopka,1952-11-18,Q186400,7283509,Harald_Konopka,Harald Konopka,SOCCER PLAYER,slug_exacto
P-91339,Otto,Konrad,1964-11-01,Q701251,5571469,Otto_Konrad,Otto Konrad,SOCCER PLAYER,slug_exacto
P-41753,Stanislau,Konrad,1913-10-23,,,,,,sin_match
P-80487,Michael,Konsel,1962-03-06,Q691814,5570526,Michael_Konsel,Michael Konsel,SOCCER PLAYER,slug_exacto
P-47440,Ja-cheol,Koo,1989-02-27,Q348543,21031235,Koo_Ja-cheol,Koo Ja-cheol,SOCCER PLAYER,slug_exacto
P-17037,Cle,Kooiman,1963-07-04,,,,,,sin_match
P-35705,Teun,Koopmeiners,1998-02-28,Q39498277,55216490,Teun_Koopmeiners,Teun Koopmeiners,SOCCER PLAYER,slug_exacto
P-94605,Raymond,Kopa,1931-10-13,Q123118,615836,Raymond_Kopa,Raymond Kopa,SOCCER PLAYER,slug_exacto
P-64425,Vlastimil,Kopecký,1912-10-14,Q384391,5367324,Vlastimil_Kopecký,Vlastimil Kopecký,SOCCER PLAYER,slug_exacto
P-45405,Andreas,Köpke,1962-03-12,Q154856,2255217,Andreas_Köpke,Andreas Köpke,COACH,slug_exacto
P-40368,Kamil,Kopúnek,1984-05-18,Q314389,23873919,Kamil_Kopúnek,Kamil Kopúnek,SOCCER PLAYER,slug_exacto
P-25927,Lajos,Korányi,1907-05-15,,,,,,sin_match
P-45865,Pierre,Korb,1908-04-20,Q2634770,25697618,Pierre_Korb,Pierre Korb,SOCCER PLAYER,slug_exacto
P-10030,Józef,Korbas,1914-11-11,,,,,,sin_match
P-29913,Rasoul,Korbekandi,1953-01-27,,,,,,sin_match
P-17662,Robert,Koren,1980-09-20,Q213032,6811646,Robert_Koren,Robert Koren,SOCCER PLAYER,slug_exacto
P-94559,Bülent,Korkmaz,1968-11-24,Q507832,914832,Bülent_Korkmaz,Bülent Korkmaz,COACH,slug_exacto
P-88486,Igor,Korneev,1967-09-04,Q509505,3989180,Igor_Korneev,Igor Korneev,SOCCER PLAYER,slug_exacto
P-26700,Alfred,Körner,1926-02-14,Q695094,13136202,Alfred_Körner,Alfred Körner,SOCCER PLAYER,slug_exacto
P-57242,Robert,Körner,1924-08-21,Q692066,13136232,Robert_Körner,Robert Körner,SOCCER PLAYER,slug_exacto
P-99442,Alexey,Korneyev,1939-02-06,Q2388968,16553072,Alexey_Korneyev,Alexey Korneyev,SOCCER PLAYER,slug_exacto
P-50012,Ognjen,Koroman,1978-09-19,Q345308,3908700,Ognjen_Koroman,Ognjen Koroman,SOCCER PLAYER,slug_exacto
P-62981,Vladimír,Kos,1935-08-09,,,,,,sin_match
P-91114,Laurent,Koscielny,1985-09-10,Q1915,12309698,Laurent_Koscielny,Laurent Koscielny,SOCCER PLAYER,slug_exacto
P-41843,Willi,Koslowski,1937-02-17,Q178073,7431824,Willi_Koslowski,Willi Koslowski,SOCCER PLAYER,slug_exacto
P-20189,Jaroslav,Košnar,1930-08-17,,,,,,sin_match
P-24493,Kamil,Kosowski,1977-08-30,Q504729,2669978,Kamil_Kosowski,Kamil Kosowski,SOCCER PLAYER,slug_exacto
P-23633,Emil,Kostadinov,1967-08-12,Q342411,1134046,Emil_Kostadinov,Emil Kostadinov,SOCCER PLAYER,slug_exacto
P-08726,Kostadin,Kostadinov,1959-06-25,,,,,,sin_match
P-53978,Josef,Košťálek,1909-08-31,Q1378744,5968940,Josef_Košťálek,Josef Košťálek,SOCCER PLAYER,slug_exacto
P-80738,Filip,Kostić,1992-11-01,Q249198,35651283,Filip_Kostić,Filip Kostić,SOCCER PLAYER,slug_exacto
P-76463,Aleksandar,Kostov,1938-03-05,Q2004614,7961424,Aleksandar_Kostov,Aleksandar Kostov,SOCCER PLAYER,slug_exacto
P-80720,Dimitar,Kostov,1936-07-26,,,,,,sin_match
P-19443,Zdzisław,Kostrzewa,1955-10-26,,,,,,sin_match
P-78478,Antal,Kotász,1929-09-01,,,,,,sin_match
P-01235,Nikola,Kotkov,1938-12-09,Q2714457,8613044,Nikola_Kotkov,Nikola Kotkov,SOCCER PLAYER,slug_exacto
P-36734,Rudolf,Kotormány,1911-01-23,Q975400,28118976,Rudolf_Kotormány,Rudolf Kotormány,SOCCER PLAYER,slug_exacto
P-56493,Sergey,Kotrikadze,1936-08-09,Q2032196,25686273,Sergo_Kotrikadze,Sergo Kotrikadze,SOCCER PLAYER,api_qid
P-80902,Blaise,Kouassi,1975-02-02,Q659182,5194738,"Blaise_Kouassi_(footballer,_born_1975)",Blaise Kouassi,SOCCER PLAYER,slug_exacto
P-69107,Pavel,Kouba,1938-09-01,,,,,,sin_match
P-21849,Mustafa,Kouici,1954-04-16,Q629551,30356481,Mustapha_Kouici,Mustapha Kouici,SOCCER PLAYER,api_qid
P-47321,Kalidou,Koulibaly,1991-06-20,Q3192187,28452930,Kalidou_Koulibaly,Kalidou Koulibaly,SOCCER PLAYER,slug_exacto
P-73319,George,Koumantarakis,1974-03-27,Q249828,5573915,George_Koumantarakis,George Koumantarakis,SOCCER PLAYER,slug_exacto
P-78484,Jules,Koundé,1998-11-12,Q47170176,56270644,Jules_Koundé,Jules Koundé,SOCCER PLAYER,slug_exacto
P-97960,Nourredine,Kourichi,1954-04-12,Q2707912,14030969,Noureddine_Kourichi,Noureddine Kourichi,SOCCER PLAYER,api_qid
P-55140,Cheikhou,Kouyaté,1989-12-21,Q587620,18823582,Cheikhou_Kouyaté,Cheikhou Kouyaté,SOCCER PLAYER,slug_exacto
P-84378,Niko,Kovač,1971-10-15,Q154305,742397,Niko_Kovač,Niko Kovač,SOCCER PLAYER,slug_exacto
P-61666,Robert,Kovač,1974-04-06,Q271882,1447099,Robert_Kovač,Robert Kovač,SOCCER PLAYER,slug_exacto
P-23972,Radoslav,Kováč,1979-11-11,Q299604,4745932,Radoslav_Kováč,Radoslav Kováč,SOCCER PLAYER,slug_exacto
P-33080,Darko,Kovačević,1973-11-18,Q313050,5678334,Darko_Kovačević,Darko Kovačević,SOCCER PLAYER,slug_exacto
P-48430,Oliver,Kovačević,1974-12-29,Q463992,5164027,Oliver_Kovačević,Oliver Kovačević,SOCCER PLAYER,slug_exacto
P-66765,Vladica,Kovačević,1940-01-07,Q941181,11927894,Vladica_Kovačević,Vladica Kovačević,SOCCER PLAYER,slug_exacto
P-55242,Nikola,Kovachev,1934-06-04,Q761533,7975332,Nikola_Kovachev,Nikola Kovachev,SOCCER PLAYER,slug_exacto
P-07670,Mateo,Kovačić,1994-05-06,Q701297,29078287,Mateo_Kovačić,Mateo Kovačić,SOCCER PLAYER,slug_exacto
P-28478,Imre,Kovács,1921-11-26,Q938686,33262831,Imre_Kovács,Imre Kovács,SOCCER PLAYER,slug_exacto
P-97362,Kálmán,Kovács,1965-09-11,Q582196,6822361,"Kálmán_Kovács_(footballer,_born_1965)",Kálmán Kovács,SOCCER PLAYER,slug_exacto
P-53278,László,Kovács,1951-04-24,,,,,,sin_match
P-70294,Miklós,Kovács,1911-12-23,Q1085254,11703544,Nicolae_Kovács,Nicolae Kovács,SOCCER PLAYER,api_qid
P-70432,Nicolae,Kovács,1911-12-29,Q1085254,11703544,Nicolae_Kovács,Nicolae Kovács,SOCCER PLAYER,slug_exacto
P-70372,Yuri,Kovtun,1970-01-05,Q676946,3844290,Yuri_Kovtun,Yuri Kovtun,SOCCER PLAYER,slug_exacto
P-36564,Ignace,Kowalczyk,1913-12-27,,,,,,sin_match
P-23468,Dawid,Kownacki,1997-03-14,Q15983214,41498464,Dawid_Kownacki,Dawid Kownacki,SOCCER PLAYER,slug_exacto
P-40071,Ján,Kozák,1954-04-17,Q1384583,16061125,"Ján_Kozák_(footballer,_born_1954)",Ján Kozák,SOCCER PLAYER,slug_exacto
P-26673,Ján,Kozák,1980-04-22,Q381199,3959462,"Ján_Kozák_(footballer,_born_1980)",Ján Kozák,SOCCER PLAYER,slug_exacto
P-54866,Ernst,Kozlicek,1931-01-27,,,,,,sin_match
P-05242,Paul,Kozlicek,1937-07-22,,,,,,sin_match
P-21554,Aleksei,Kozlov,1986-11-16,Q2889443,22863310,Aleksei_Anatolyevich_Kozlov,Aleksei Anatolyevich Kozlov,SOCCER PLAYER,slug_exacto
P-06017,Marek,Koźmiński,1971-02-07,Q1332687,5543826,Marek_Koźmiński,Marek Koźmiński,SOCCER PLAYER,slug_exacto
P-93377,Ardian,Kozniku,1967-10-27,Q373339,5945919,Ardian_Kozniku,Ardian Kozniku,SOCCER PLAYER,slug_exacto
P-28801,Emil,Krafth,1994-08-02,Q5371332,35809261,Emil_Krafth,Emil Krafth,SOCCER PLAYER,slug_exacto
P-08071,Serhiy,Krakovskiy,1960-08-11,,,,,,sin_match
P-52456,Branko,Kralj,1924-03-10,Q1267125,26086034,Branko_Kralj,Branko Kralj,SOCCER PLAYER,slug_exacto
P-69448,Ivica,Kralj,1973-03-26,Q225418,588325,Ivica_Kralj,Ivica Kralj,SOCCER PLAYER,slug_exacto
P-65182,Andrej,Kramarić,1991-06-19,Q502898,23336303,Andrej_Kramarić,Andrej Kramarić,SOCCER PLAYER,slug_exacto
P-42177,Christoph,Kramer,1991-02-19,Q1085348,32612859,Christoph_Kramer,Christoph Kramer,SOCCER PLAYER,slug_exacto
P-71648,Werner,Krämer,1940-01-23,Q658091,7368655,Werner_Krämer,Werner Krämer,SOCCER PLAYER,slug_exacto
P-76289,Niko,Kranjčar,1984-08-13,Q84272,1955370,Niko_Kranjčar,Niko Kranjčar,SOCCER PLAYER,slug_exacto
P-52271,Hans,Krankl,1953-02-14,Q131529,1033625,Hans_Krankl,Hans Krankl,SOCCER PLAYER,slug_exacto
P-23735,Miloš,Krasić,1984-11-01,Q201910,1380795,Miloš_Krasić,Miloš Krasić,SOCCER PLAYER,slug_exacto
P-47234,Anton,Krásnohorský,1925-10-22,,,,,,sin_match
P-24131,Engelbert,Kraus,1934-07-30,Q535718,7406748,Engelbert_Kraus,Engelbert Kraus,SOCCER PLAYER,slug_exacto
P-94749,Tadeáš,Kraus,1932-10-22,Q730928,11965806,Tadeusz_Kraus,Tadeusz Kraus,SOCCER PLAYER,slug_exacto
P-77455,Bernd,Krauss,1957-05-08,Q127361,5565808,Bernd_Krauss,Bernd Krauss,SOCCER PLAYER,slug_exacto
P-30773,Rudolf,Krčil,1906-03-05,Q1326954,8933927,Rudolf_Krčil,Rudolf Krčil,SOCCER PLAYER,slug_exacto
P-87788,Hans-Jürgen,Kreische,1947-07-19,Q819460,8116137,Hans-Jürgen_Kreische,Hans-Jürgen Kreische,SOCCER PLAYER,slug_exacto
P-88510,Emil,Kremenliev,1969-08-13,,,,,,sin_match
P-48661,Helmut,Kremers,1949-03-24,Q698071,7302293,Helmut_Kremers,Helmut Kremers,SOCCER PLAYER,slug_exacto
P-74349,Willibald,Kreß,1906-11-13,Q673943,15538551,Willibald_Kreß,Willibald Kreß,SOCCER PLAYER,slug_exacto
P-55632,Arnošt,Kreuz,1912-05-09,,,,,,sin_match
P-25569,Wilhelm,Kreuz,1949-05-29,Q671919,9196562,Wilhelm_Kreuz,Wilhelm Kreuz,SOCCER PLAYER,slug_exacto
P-76597,Rene,Krhin,1990-05-21,Q298491,24241068,Rene_Krhin,Rene Krhin,SOCCER PLAYER,slug_exacto
P-15636,Eduard,Krieger,1946-12-16,Q695557,17579187,Eduard_Krieger,Eduard Krieger,SOCCER PLAYER,slug_exacto
P-82877,Rasmus,Kristensen,1997-07-11,Q27064176,51818840,Rasmus_Kristensen,Rasmus Kristensen,SOCCER PLAYER,slug_exacto
P-02986,Krister,Kristensson,1942-07-25,Q116911,12899396,Krister_Kristensson,Krister Kristensson,SOCCER PLAYER,slug_exacto
P-68158,Srboljub,Krivokuća,1928-03-14,,,,,,sin_match
P-59697,Tomáš,Kříž,1959-03-17,,,,,,sin_match
P-33632,Konstantin,Krizhevsky,1926-02-20,,,,,,sin_match
P-85024,Zlatko,Krmpotić,1958-08-07,Q2548063,12495493,Zlatko_Krmpotić,Zlatko Krmpotić,SOCCER PLAYER,slug_exacto
P-66859,Mogens,Krogh,1963-10-31,Q2630659,3933617,Mogens_Krogh,Mogens Krogh,SOCCER PLAYER,slug_exacto
P-71525,Michael,Krohn-Dehli,1983-06-06,Q221570,6095815,Michael_Krohn-Dehli,Michael Krohn-Dehli,SOCCER PLAYER,slug_exacto
P-31830,Ruud,Krol,1949-03-24,Q313180,1298333,Ruud_Krol,Ruud Krol,SOCCER PLAYER,slug_exacto
P-83625,Per,Krøldrup,1979-07-31,Q346694,1467137,Per_Krøldrup,Per Krøldrup,SOCCER PLAYER,slug_exacto
P-65694,Jan,Kromkamp,1980-08-17,Q313054,2682729,Jan_Kromkamp,Jan Kromkamp,SOCCER PLAYER,slug_exacto
P-02091,Knut,Kroon,1906-06-19,Q1377955,16968486,Knut_Kroon,Knut Kroon,SOCCER PLAYER,slug_exacto
P-39356,Toni,Kroos,1990-01-04,Q131234,11472953,Toni_Kroos,Toni Kroos,SOCCER PLAYER,slug_exacto
P-43142,Petar,Krpan,1974-07-01,Q526209,5946032,Petar_Krpan,Petar Krpan,SOCCER PLAYER,slug_exacto
P-55456,Mladen,Krstajić,1974-03-04,Q167398,3675427,Mladen_Krstajić,Mladen Krstajić,COACH,slug_exacto
P-27264,Dobrosav,Krstić,1932-02-05,Q937356,13939071,Dobrosav_Krstić,Dobrosav Krstić,SOCCER PLAYER,slug_exacto
P-42745,Tim,Krul,1988-04-03,Q296979,2851609,Tim_Krul,Tim Krul,SOCCER PLAYER,slug_exacto
P-86766,Paul,Krumpe,1963-03-04,,,,,,sin_match
P-45528,Robbie,Kruse,1988-10-05,Q1356772,11426624,Robbie_Kruse,Robbie Kruse,SOCCER PLAYER,slug_exacto
P-45449,Grzegorz,Krychowiak,1990-01-29,Q1354322,12025013,Grzegorz_Krychowiak,Grzegorz Krychowiak,SOCCER PLAYER,slug_exacto
P-69995,Paweł,Kryszałowicz,1974-06-23,Q2001292,4734280,Paweł_Kryszałowicz,Paweł Kryszałowicz,SOCCER PLAYER,slug_exacto
P-49007,Jacek,Krzynówek,1976-05-15,Q249669,2388626,Jacek_Krzynówek,Jacek Krzynówek,SOCCER PLAYER,slug_exacto
P-07710,Dariusz,Kubicki,1963-06-06,,,,,,sin_match
P-16313,Luboš,Kubík,1964-01-20,Q747669,1114055,Luboš_Kubík,Luboš Kubík,SOCCER PLAYER,slug_exacto
P-39942,Takefusa,Kubo,2001-06-04,Q27067753,52475014,Takefusa_Kubo,Takefusa Kubo,SOCCER PLAYER,slug_exacto
P-80280,Heinz,Kubsch,1930-07-20,Q495333,7405921,Heinz_Kubsch,Heinz Kubsch,SOCCER PLAYER,slug_exacto
P-93812,Cezary,Kucharski,1972-02-17,Q373054,5518408,Cezary_Kucharski,Cezary Kucharski,SOCCER PLAYER,slug_exacto
P-55017,Dušan,Kuciak,1985-05-21,Q439930,15251087,Dušan_Kuciak,Dušan Kuciak,SOCCER PLAYER,slug_exacto
P-18379,Juraj,Kucka,1987-02-26,Q314093,20168313,Juraj_Kucka,Juraj Kucka,SOCCER PLAYER,slug_exacto
P-92456,Lefter,Küçükandonyadis,1925-12-22,Q919302,2360803,Lefter_Küçükandonyadis,Lefter Küçükandonyadis,SOCCER PLAYER,slug_exacto
P-47851,Fyodor,Kudryashov,1987-04-05,Q2701361,10980206,Fyodor_Kudryashov,Fyodor Kudryashov,SOCCER PLAYER,slug_exacto
P-23821,Mohammed,Kudus,2000-08-02,Q56877051,58636859,Mohammed_Kudus,Mohammed Kudus,SOCCER PLAYER,slug_exacto
P-84395,Samuel,Kuffour,1976-09-03,Q951342,2461715,Samuel_Kuffour,Samuel Kuffour,SOCCER PLAYER,slug_exacto
P-23218,Béla,Kuharszki,1940-04-20,,,,,,sin_match
P-37008,Dietmar,Kühbauer,1971-04-04,Q700139,2969434,Dietmar_Kühbauer,Dietmar Kühbauer,SOCCER PLAYER,slug_exacto
P-73866,Köbi,Kuhn,1943-10-12,Q313364,3370783,Köbi_Kuhn,Köbi Kuhn,COACH,slug_exacto
P-09868,Zygmunt,Kukla,1948-01-21,,,,,,sin_match
P-49134,Jozef,Kukučka,1957-03-13,,,,,,sin_match
P-43628,Ladislav,Kuna,1947-04-03,Q739157,4431292,Ladislav_Kuna,Ladislav Kuna,SOCCER PLAYER,slug_exacto
P-29115,Pierre,Kunde,1995-07-26,Q35831526,54970447,Pierre_Kunde,Pierre Kunde,SOCCER PLAYER,slug_exacto
P-44016,Emmanuel,Kundé,1956-07-15,Q2720690,8581263,Emmanuel_Kundé,Emmanuel Kundé,SOCCER PLAYER,slug_exacto
P-71595,Stefan,Kuntz,1962-10-30,Q437241,3660396,Stefan_Kuntz,Stefan Kuntz,SOCCER PLAYER,slug_exacto
P-53124,Fritz,Künzli,1946-01-08,,,,,,sin_match
P-05864,Garang,Kuol,2004-09-15,Q110615336,69814949,Garang_Kuol,Garang Kuol,SOCCER PLAYER,slug_exacto
P-15890,Janusz,Kupcewicz,1955-12-09,Q981877,5503753,Janusz_Kupcewicz,Janusz Kupcewicz,SOCCER PLAYER,slug_exacto
P-82099,Andreas,Kupfer,1914-05-07,Q499119,12397666,Andreas_Kupfer,Andreas Kupfer,SOCCER PLAYER,slug_exacto
P-48317,Jürgen,Kurbjuhn,1940-07-26,Q567022,7394905,Jürgen_Kurbjuhn,Jürgen Kurbjuhn,SOCCER PLAYER,slug_exacto
P-55761,Lothar,Kurbjuweit,1950-11-06,Q678244,12401456,Lothar_Kurbjuweit,Lothar Kurbjuweit,SOCCER PLAYER,slug_exacto
P-09584,Rafał,Kurzawa,1993-01-29,Q20829557,49513486,Rafał_Kurzawa,Rafał Kurzawa,SOCCER PLAYER,slug_exacto
P-69383,Marek,Kusto,1954-04-29,Q1367929,6450179,Marek_Kusto,Marek Kusto,SOCCER PLAYER,slug_exacto
P-34895,Tomasz,Kuszczak,1982-03-23,Q484766,1858171,Tomasz_Kuszczak,Tomasz Kuszczak,SOCCER PLAYER,slug_exacto
P-82792,Ilya,Kutepov,1993-07-29,Q4249487,28980960,Ilya_Kutepov,Ilya Kutepov,SOCCER PLAYER,slug_exacto
P-33312,Dirk,Kuyt,1980-07-22,Q294214,1554192,Dirk_Kuyt,Dirk Kuyt,SOCCER PLAYER,slug_exacto
P-88851,Zdravko,Kuzmanović,1987-09-22,Q115859,7065076,Zdravko_Kuzmanović,Zdravko Kuzmanović,SOCCER PLAYER,slug_exacto
P-49657,Boris,Kuznetsov,1928-07-14,Q893649,18344552,"Boris_Kuznetsov_(footballer,_born_1928)",Boris Kuznetsov,SOCCER PLAYER,slug_exacto
P-82492,Dmitri,Kuznetsov,1965-08-28,Q511586,9658468,"Dmitri_Kuznetsov_(footballer,_born_1965)",Dmitri Kuznetsov,SOCCER PLAYER,slug_exacto
P-86826,Oleh,Kuznetsov,1963-03-22,Q508065,6380733,Oleh_Kuznetsov,Oleh Kuznetsov,SOCCER PLAYER,slug_exacto
P-17415,Daler,Kuzyayev,1993-01-15,Q5210783,37539780,Daler_Kuzyayev,Daler Kuzyayev,SOCCER PLAYER,slug_exacto
P-27380,Reidar,Kvammen,1914-07-23,Q2065488,2947713,Reidar_Kvammen,Reidar Kvammen,SOCCER PLAYER,slug_exacto
P-25708,Andrej,Kvašňák,1936-05-19,Q116816,5367792,Andrej_Kvašňák,Andrej Kvašňák,SOCCER PLAYER,slug_exacto
P-93951,William,Kvist,1985-02-24,Q298480,2458779,William_Kvist,William Kvist,SOCCER PLAYER,slug_exacto
P-28296,Tae-hwi,Kwak,1981-07-08,Q483471,15855923,Kwak_Tae-hwi,Kwak Tae-hwi,SOCCER PLAYER,slug_exacto
P-84116,Adam Larsen,Kwarasey,1987-12-12,Q350277,14107565,Adam_Larsen_Kwarasey,Adam Larsen Kwarasey,SOCCER PLAYER,slug_exacto
P-15476,Heinz,Kwiatkowski,1926-07-16,Q706731,7388536,Heinz_Kwiatkowski,Heinz Kwiatkowski,SOCCER PLAYER,slug_exacto
P-92252,Daniel-Kofi,Kyereh,1996-03-08,Q55819531,58015846,Daniel-Kofi_Kyereh,Daniel-Kofi Kyereh,SOCCER PLAYER,slug_exacto
P-50181,Sotirios,Kyrgiakos,1979-07-23,Q208430,1418680,Sotirios_Kyrgiakos,Sotirios Kyrgiakos,SOCCER PLAYER,slug_exacto
P-57511,Kwon,Kyung-won,1992-01-31,Q15622824,41628319,Kwon_Kyung-won,Kwon Kyung-won,SOCCER PLAYER,slug_exacto
P-42136,Guillermo,La Rosa,1952-06-06,Q2720243,13997341,Guillermo_La_Rosa,Guillermo La Rosa,SOCCER PLAYER,slug_exacto
P-66065,Ricardo,La Volpe,1952-02-06,Q504399,2004935,Ricardo_La_Volpe,Ricardo La Volpe,SOCCER PLAYER,slug_exacto
P-39583,Fritz,Laband,1925-11-01,Q708139,7384584,Fritz_Laband,Fritz Laband,SOCCER PLAYER,slug_exacto
P-62666,Ernesto,Labarthe,1956-06-02,Q2464398,30335028,Ernesto_Labarthe,Ernesto Labarthe,SOCCER PLAYER,slug_exacto
P-36542,Khemais,Labidi,1950-08-30,,,,,,sin_match
